understat_player_id,player,team,league,season,cluster_kmeans
1822.0,Antonio Rüdiger,Chelsea,ENG-Premier League,1819,0
681.0,César Azpilicueta,Chelsea,ENG-Premier League,1819,3
1676.0,David Luiz,Chelsea,ENG-Premier League,1819,3
701.0,Eden Hazard,Chelsea,ENG-Premier League,1819,2
1293.0,Gonzalo Higuaín,Chelsea,ENG-Premier League,1819,2
1389.0,Jorginho,Chelsea,ENG-Premier League,1819,3
1621.0,Marcos Alonso,Chelsea,ENG-Premier League,1819,3
2254.0,Mateo Kovačić,Chelsea,ENG-Premier League,1819,3
751.0,N'Golo Kanté,Chelsea,ENG-Premier League,1819,3
687.0,Pedro,Chelsea,ENG-Premier League,1819,2
592.0,Ross Barkley,Chelsea,ENG-Premier League,1819,4
688.0,Ruben Loftus-Cheek,Chelsea,ENG-Premier League,1819,4
700.0,Willian,Chelsea,ENG-Premier League,1819,1
1804.0,Álvaro Morata,Chelsea,ENG-Premier League,1819,2
5584.0,Aaron Wan-Bissaka,Crystal Palace,ENG-Premier League,1819,0
775.0,Andros Townsend,Crystal Palace,ENG-Premier League,1819,1
532.0,Cheikhou Kouyaté,Crystal Palace,ENG-Premier League,1819,0
633.0,James McArthur,Crystal Palace,ENG-Premier League,1819,3
530.0,James Tomkins,Crystal Palace,ENG-Premier League,1819,0
757.0,Jeffrey Schlupp,Crystal Palace,ENG-Premier League,1819,3
672.0,Jordan Ayew,Crystal Palace,ENG-Premier League,1819,3
5549.0,Luka Milivojević,Crystal Palace,ENG-Premier League,1819,3
485.0,Mamadou Sakho,Crystal Palace,ENG-Premier League,1819,0
525.0,Martin Kelly,Crystal Palace,ENG-Premier League,1819,0
338.0,Max Meyer,Crystal Palace,ENG-Premier League,1819,3
730.0,Patrick van Aanholt,Crystal Palace,ENG-Premier League,1819,0
522.0,Wilfried Zaha,Crystal Palace,ENG-Premier League,1819,4
2383.0,André Gomes,Everton,ENG-Premier League,1819,0
7063.0,Bernard,Everton,ENG-Premier League,1819,3
6477.0,Cenk Tosun,Everton,ENG-Premier League,1819,4
5555.0,Dominic Calvert-Lewin,Everton,ENG-Premier League,1819,4
714.0,Gylfi Sigurðsson,Everton,ENG-Premier League,1819,1
935.0,Kurt Zouma,Everton,ENG-Premier League,1819,0
1823.0,Lucas Digne,Everton,ENG-Premier League,1819,1
1653.0,Michael Keane,Everton,ENG-Premier League,1819,0
6026.0,Richarlison,Everton,ENG-Premier League,1819,4
585.0,Séamus Coleman,Everton,ENG-Premier League,1819,3
503.0,Theo Walcott,Everton,ENG-Premier League,1819,4
1042.0,Tom Davies,Everton,ENG-Premier League,1819,3
773.0,Aleksandar Mitrović,Fulham,ENG-Premier League,1819,4
1727.0,Alfie Mawson,Fulham,ENG-Premier League,1819,0
154.0,André Schürrle,Fulham,ENG-Premier League,1819,4
508.0,Calum Chambers,Fulham,ENG-Premier League,1819,0
6833.0,Cyrus Christie,Fulham,ENG-Premier League,1819,0
7077.0,Denis Odoi,Fulham,ENG-Premier League,1819,0
6834.0,Joe Bryan,Fulham,ENG-Premier League,1819,3
2274.0,Luciano Vietto,Fulham,ENG-Premier League,1819,1
3304.0,Maxime Le Marchand,Fulham,ENG-Premier League,1819,0
5176.0,Ryan Babel,Fulham,ENG-Premier League,1819,2
6837.0,Ryan Sessegnon,Fulham,ENG-Premier League,1819,1
7184.0,Tim Ream,Fulham,ENG-Premier League,1819,0
6835.0,Tom Cairney,Fulham,ENG-Premier League,1819,3
1688.0,Andrew Robertson,Liverpool,ENG-Premier League,1819,3
602.0,Dejan Lovren,Liverpool,ENG-Premier League,1819,0
3420.0,Fabinho,Liverpool,ENG-Premier League,1819,3
771.0,Georginio Wijnaldum,Liverpool,ENG-Premier League,1819,3
489.0,James Milner,Liverpool,ENG-Premier League,1819,1
605.0,Jordan Henderson,Liverpool,ENG-Premier League,1819,3
332.0,Joël Matip,Liverpool,ENG-Premier League,1819,0
1250.0,Mohamed Salah,Liverpool,ENG-Premier League,1819,2
5247.0,Naby Keïta,Liverpool,ENG-Premier League,1819,3
482.0,Roberto Firmino,Liverpool,ENG-Premier League,1819,2
838.0,Sadio Mané,Liverpool,ENG-Premier League,1819,2
1791.0,Trent Alexander-Arnold,Liverpool,ENG-Premier League,1819,1
833.0,Virgil van Dijk,Liverpool,ENG-Premier League,1819,0
888.0,Xherdan Shaqiri,Liverpool,ENG-Premier League,1819,2
2498.0,Aymeric Laporte,Manchester City,ENG-Premier League,1819,3
3389.0,Benjamin Mendy,Manchester City,ENG-Premier League,1819,3
3635.0,Bernardo Silva,Manchester City,ENG-Premier League,1819,1
617.0,David Silva,Manchester City,ENG-Premier League,1819,1
614.0,Fernandinho,Manchester City,ENG-Premier League,1819,3
5543.0,Gabriel Jesus,Manchester City,ENG-Premier League,1819,2
586.0,John Stones,Manchester City,ENG-Premier League,1819,0
447.0,Kevin De Bruyne,Manchester City,ENG-Premier League,1819,1
638.0,Kyle Walker,Manchester City,ENG-Premier League,1819,3
337.0,Leroy Sané,Manchester City,ENG-Premier League,1819,2
611.0,Nicolás Otamendi,Manchester City,ENG-Premier League,1819,3
2958.0,Oleksandr Zinchenko,Manchester City,ENG-Premier League,1819,3
618.0,Raheem Sterling,Manchester City,ENG-Premier League,1819,2
750.0,Riyad Mahrez,Manchester City,ENG-Premier League,1819,2
619.0,Sergio Agüero,Manchester City,ENG-Premier League,1819,2
612.0,Vincent Kompany,Manchester City,ENG-Premier League,1819,0
314.0,İlkay Gündoğan,Manchester City,ENG-Premier League,1819,1
770.0,Ayoze Pérez,Newcastle United,ENG-Premier League,1819,4
2344.0,Christian Atsu,Newcastle United,ENG-Premier League,1819,3
727.0,DeAndre Yedlin,Newcastle United,ENG-Premier League,1819,0
76.0,Fabian Schär,Newcastle United,ENG-Premier League,1819,0
708.0,Federico Fernández,Newcastle United,ENG-Premier League,1819,0
5073.0,Florian Lejeune,Newcastle United,ENG-Premier League,1819,0
6062.0,Isaac Hayden,Newcastle United,ENG-Premier League,1819,3
766.0,Jamaal Lascelles,Newcastle United,ENG-Premier League,1819,0
1719.0,Javier Manquillo,Newcastle United,ENG-Premier League,1819,0
769.0,Jonjo Shelvey,Newcastle United,ENG-Premier League,1819,1
689.0,Kenedy,Newcastle United,ENG-Premier League,1819,3
723.0,Ki Sung-yueng,Newcastle United,ENG-Premier League,1819,3
461.0,Matt Ritchie,Newcastle United,ENG-Premier League,1819,1
4471.0,Mohamed Diamé,Newcastle United,ENG-Premier League,1819,0
853.0,Paul Dummett,Newcastle United,ENG-Premier League,1819,0
813.0,Salomón Rondón,Newcastle United,ENG-Premier League,1819,4
848.0,Charlie Austin,Southampton,ENG-Premier League,1819,4
847.0,Cédric Soares,Southampton,ENG-Premier League,1819,0
986.0,Danny Ings,Southampton,ENG-Premier League,1819,2
1735.0,Jack Stephens,Southampton,ENG-Premier League,1819,0
843.0,James Ward-Prowse,Southampton,ENG-Premier League,1819,1
6042.0,Jan Bednarek,Southampton,ENG-Premier League,1819,0
111.0,Jannik Vestergaard,Southampton,ENG-Premier League,1819,0
1299.0,Mario Lemina,Southampton,ENG-Premier League,1819,3
884.0,Matt Targett,Southampton,ENG-Premier League,1819,3
845.0,Maya Yoshida,Southampton,ENG-Premier League,1819,0
790.0,Nathan Redmond,Southampton,ENG-Premier League,1819,4
842.0,Oriol Romeu,Southampton,ENG-Premier League,1819,0
835.0,Ryan Bertrand,Southampton,ENG-Premier League,1819,3
839.0,Shane Long,Southampton,ENG-Premier League,1819,4
6893.0,Stuart Armstrong,Southampton,ENG-Premier League,1819,3
1203.0,Wesley Hoedt,Southampton,ENG-Premier League,1819,0
7280.0,Yan Valery,Southampton,ENG-Premier League,1819,0
1726.0,Abdoulaye Doucouré,Watford,ENG-Premier League,1819,3
1441.0,Adam Masina,Watford,ENG-Premier League,1819,0
524.0,Adrian Mariappa,Watford,ENG-Premier League,1819,0
1660.0,Andre Gray,Watford,ENG-Premier League,1819,4
803.0,Ben Foster,Watford,ENG-Premier League,1819,0
1725.0,Christian Kabasele,Watford,ENG-Premier League,1819,0
581.0,Craig Cathcart,Watford,ENG-Premier League,1819,0
764.0,Daryl Janmaat,Watford,ENG-Premier League,1819,0
591.0,Gerard Deulofeu,Watford,ENG-Premier League,1819,2
1724.0,Isaac Success,Watford,ENG-Premier League,1819,4
568.0,José Holebas,Watford,ENG-Premier League,1819,1
5043.0,Kiko Femenía,Watford,ENG-Premier League,1819,0
1723.0,Roberto Pereyra,Watford,ENG-Premier League,1819,4
574.0,Troy Deeney,Watford,ENG-Premier League,1819,4
6104.0,Will Hughes,Watford,ENG-Premier League,1819,3
572.0,Étienne Capoue,Watford,ENG-Premier League,1819,0
1750.0,Ainsley Maitland-Niles,Arsenal,ENG-Premier League,1920,0
3277.0,Alexandre Lacazette,Arsenal,ENG-Premier League,1920,2
7322.0,Bukayo Saka,Arsenal,ENG-Premier League,1920,3
508.0,Calum Chambers,Arsenal,ENG-Premier League,1920,3
2446.0,Dani Ceballos,Arsenal,ENG-Premier League,1920,3
1676.0,David Luiz,Arsenal,ENG-Premier League,1920,0
204.0,Granit Xhaka,Arsenal,ENG-Premier League,1920,3
492.0,Héctor Bellerín,Arsenal,ENG-Premier League,1920,0
8089.0,Kieran Tierney,Arsenal,ENG-Premier League,1920,3
1227.0,Lucas Torreira,Arsenal,ENG-Premier League,1920,3
5759.0,Mattéo Guendouzi,Arsenal,ENG-Premier League,1920,3
499.0,Mesut Özil,Arsenal,ENG-Premier League,1920,1
5656.0,Nicolas Pépé,Arsenal,ENG-Premier League,1920,1
318.0,Pierre-Emerick Aubameyang,Arsenal,ENG-Premier League,1920,2
342.0,Sead Kolašinac,Arsenal,ENG-Premier League,1920,3
1699.0,Shkodran Mustafi,Arsenal,ENG-Premier League,1920,0
1685.0,Ahmed Elmohamady,Aston Villa,ENG-Premier League,1920,3
5612.0,Anwar El Ghazi,Aston Villa,ENG-Premier League,1920,4
7152.0,Björn Engels,Aston Villa,ENG-Premier League,1920,0
7721.0,Conor Hourihane,Aston Villa,ENG-Premier League,1920,1
6122.0,Douglas Luiz,Aston Villa,ENG-Premier League,1920,0
3253.0,Frederic Guilbert,Aston Villa,ENG-Premier League,1920,3
675.0,Jack Grealish,Aston Villa,ENG-Premier League,1920,1
7723.0,John McGinn,Aston Villa,ENG-Premier League,1920,3
6859.0,Kortney Hause,Aston Villa,ENG-Premier League,1920,0
8040.0,Marvelous Nakamba,Aston Villa,ENG-Premier League,1920,0
884.0,Matt Targett,Aston Villa,ENG-Premier League,1920,3
8287.0,Mbwana Samatta,Aston Villa,ENG-Premier League,1920,4
710.0,Neil Taylor,Aston Villa,ENG-Premier League,1920,0
7722.0,Trézéguet,Aston Villa,ENG-Premier League,1920,4
1024.0,Tyrone Mings,Aston Villa,ENG-Premier League,1920,0
825.0,Adam Smith,Bournemouth,ENG-Premier League,1920,0
468.0,Callum Wilson,Bournemouth,ENG-Premier League,1920,4
7384.0,Chris Mepham,Bournemouth,ENG-Premier League,1920,0
462.0,Dan Gosling,Bournemouth,ENG-Premier League,1920,4
5065.0,Diego Rico,Bournemouth,ENG-Premier League,1920,3
1679.0,Dominic Solanke,Bournemouth,ENG-Premier League,1920,4
5596.0,Harry Wilson,Bournemouth,ENG-Premier League,1920,4
7823.0,Jack Stacey,Bournemouth,ENG-Premier League,1920,0
2182.0,Jefferson Lerma,Bournemouth,ENG-Premier League,1920,0
465.0,Joshua King,Bournemouth,ENG-Premier League,1920,4
1789.0,Lewis Cook,Bournemouth,ENG-Premier League,1920,0
